0,junpei0029,yes,提案書とは何か、何を書けば良いのか：ITソリューション塾：ITmedia オルタナティブ・ブログ,http://blogs.itmedia.co.jp/itsolutionjuku/2014/10/post-dd34.html,99,http://cdn-ak.b.st-hatena.com/entryimage/232037833-1413067789.jpg
1,junpei0029,yes,エンジニアならこれ読んどけって本まとめ - techkitakayu’s diary,http://techkitakayu.hateblo.jp/entry/2014/10/03/123956,725,http://cdn-ak.b.st-hatena.com/entryimage/230378181-1412312677.jpg
2,junpei0029,yes,！家計、経済、金融、保険、税金などの知識をつけて、お金のしくみを理解しよう。 - クレジットカードの読みもの,http://cards.hateblo.jp/entry/okane-no-matome/,1959,http://cdn-ak.b.st-hatena.com/entryimage/200327946-1403162702.jpg
3,junpei0029,yes,リスニングの音の聞き取りがラクになる！７つの発音ルール｜Enjoy Life in English!,http://enjoylifeinenglish.blog112.fc2.com/blog-entry-369.html,735,http://cdn-ak.b.st-hatena.com/entryimage/229183713-1411891057.jpg
4,junpei0029,yes,Pythonではじめる野球プログラミング PyCon JP 2014 9/14 Talk Session,http://www.slideshare.net/shinyorke/python-39061157,215,http://cdn-ak.b.st-hatena.com/entryimage/226047413-1410704551.jpg
5,junpei0029,yes,統計屋のためのAWK入門 - あんちべ！,http://antibayesian.hateblo.jp/entry/2014/09/15/162605,595,http://cdn-ak.b.st-hatena.com/entryimage/226243865-1410766782.jpg
6,junpei0029,yes,スーツと靴が完璧にマッチする「ファッションの早見表」 ｜ ライフハッカー［日本版］,http://www.lifehacker.jp/2014/09/140903cheat.html,923,http://cdn-ak.b.st-hatena.com/entryimage/223358685-1409750087.jpg
7,junpei0029,yes,歴代で最もはてブ数を獲得したAmazonのIT技術書ランキング100,http://hatebu-matome.xyz/hatebu-amazon-it/,230,http://cdn-ak.b.st-hatena.com/entryimage/222021645-1409303772.jpg
8,junpei0029,yes,デートはゴロ寝に限る？だらだら、まったりゴロゴロデートOKなスポット - NAVER まとめ,http://matome.naver.jp/odai/2140721969631974401,43,http://cdn-ak.b.st-hatena.com/entryimage/221819261-1409230108.jpg
9,junpei0029,yes,フロントエンジニアに知ってもらいたいリバースプロキシの重要性 - RickyNews,http://www.rickynews.com/blog/2014/08/25/why-you-need-to-use-reverse-proxy/,601,http://cdn-ak.b.st-hatena.com/entryimage/220948141-1408966162.jpg
10,junpei0029,yes,Java - コールバックと上手に付き合う - Qiita,http://qiita.com/KeithYokoma/items/d6c3bd07fc57b93f91cc,60,http://cdn-ak.b.st-hatena.com/entryimage/220847429-1408939866.jpg
11,junpei0029,yes,ビジネスで英語を使うには中学で習った英単語35個をまずはマスターすること | English Plus,http://knowledge-plus.com/english/46/,381,http://cdn-ak.b.st-hatena.com/entryimage/220365933-1408778661.jpg
12,junpei0029,yes,『計算機プログラムの構造と解釈』(SICP)を読み終えて | きのこる庭,http://kinokoru.jp/archives/794,92,http://cdn-ak.b.st-hatena.com/entryimage/219685389-1408544000.jpg
13,junpei0029,yes,【資料作成】『外資系コンサルが実践する 資料作成の基本 パワーポイント、ワード、エクセルを使い分けて「伝える」→「動かす」王道70』吉澤準特:マインドマップ的読書感想文,http://smoothfoxxx.livedoor.biz/archives/52143746.html,110,http://cdn-ak.b.st-hatena.com/entryimage/219533765-1408506173.jpg
